city,course_name,insitute_type ,institute_name,branch,total_seats
MANDLA,ITI,Government,"GOVT ITI - GHUGRI, DIST - MANDLA",Electrician (NSQF),20
MANDLA,ITI,Government,"GOVT ITI - NARAYANGANJ, DIST - MANDLA",Welder (NSQF),20
MANDLA,ITI,Government,"GOVT ITI - BIJADANDI, DIST - MANDLA",Fitter (NSQF),20
MANDLA,ITI,Government,"GOVT ITI - MANDLA, DIST - MANDLA",Computer Operator And Programming Assistant (NSQF),48
MANDLA,ITI,Government,"GOVT ITI - MANDLA, DIST - MANDLA",Electrician (NSQF),40
MANDLA,ITI,Government,"GOVT ITI - MANDLA, DIST - MANDLA",Fitter (NSQF),20
MANDLA,ITI,Government,"GOVT ITI - MANDLA, DIST - MANDLA",Food Production (General) (NSQF),24
MANDLA,ITI,Government,"GOVT ITI - MANDLA, DIST - MANDLA",Machinist (NSQF),20
MANDLA,ITI,Government,"GOVT ITI - MANDLA, DIST - MANDLA",Mason (Building Constructor) (NSQF),48
MANDLA,ITI,Government,"GOVT ITI - MANDLA, DIST - MANDLA",Mechanic (Motor Vehicle) (NSQF),24
MANDLA,ITI,Government,"GOVT ITI - MANDLA, DIST - MANDLA",Mechanic Diesel (NSQF),48
MANDLA,ITI,Government,"GOVT ITI - MANDLA, DIST - MANDLA",Stenographer & Secretarial Assistant (Hindi) (NSQF),48
MANDLA,ITI,Government,"GOVT ITI - MANDLA, DIST - MANDLA",Turner (NSQF),20
MANDLA,ITI,Government,"GOVT ITI - MANDLA, DIST - MANDLA",Welder (NSQF),40
MANDLA,ITI,Government,"GOVT ITI - MANDLA, DIST - MANDLA",Surveyor ( Nsqf),24
MANDLA,ITI,Government,"GOVT ITI - MANDLA, DIST - MANDLA",Architectural Draughtsman (NSQF),24
MANDLA,ITI,Government,"GOVT ITI - MANDLA, DIST - MANDLA",Wood Work Technician (Carpenter)(NSQF),24
MANDLA,ITI,Government,"GOVT ITI - NAINPUR, DIST - MANDLA",Computer Operator And Programming Assistant (NSQF),48
MANDLA,ITI,Government,"GOVT ITI - NAINPUR, DIST - MANDLA",Electrician (NSQF),20
MANDLA,ITI,Government,"GOVT ITI - NAINPUR, DIST - MANDLA",Fitter (NSQF),20
MANDLA,ITI,Government,"GOVT ITI - NAINPUR, DIST - MANDLA",Mechanic (Motor Vehicle) (NSQF),24
MANDLA,ITI,Government,"GOVT ITI - NAINPUR, DIST - MANDLA",Mechanic Diesel (NSQF),48
MANDLA,ITI,Government,"GOVT ITI - NAINPUR, DIST - MANDLA",Welder (NSQF),40
MANDLA,ITI,Government,"GOVT ITI - BICHHIYA, DIST - MANDLA",Computer Operator And Programming Assistant (NSQF),24
MANDLA,ITI,Government,"GOVT ITI - BICHHIYA, DIST - MANDLA",Electrician (NSQF),20
MANDLA,ITI,Government,"GOVT ITI - BICHHIYA, DIST - MANDLA",Welder (NSQF),20
MANDLA,ITI,Government,"GOVT ITI - NIWAS, DIST - MANDLA",Computer Operator And Programming Assistant (NSQF),48
MANDLA,ITI,Government,"GOVT ITI - NIWAS, DIST - MANDLA",Electrician (NSQF),20
MANDLA,ITI,Government,"GOVT ITI - NIWAS, DIST - MANDLA",Mechanic Diesel (NSQF),48
MANDLA,ITI,Government,"GOVT ITI - NIWAS, DIST - MANDLA",Plumber (NSQF),24
MANDLA,ITI,Government,"GOVT ITI - NIWAS, DIST - MANDLA",Sewing Technology (Cutting & Tailoring) (NSQF),20
MANDLA,ITI,Government,"GOVT ITI - NIWAS, DIST - MANDLA",Welder (NSQF),40
SEONI,ITI,Government,"GOVT. ITI DHANORA, DIST. SEONI",Fitter (NSQF),20
SEONI,ITI,Government,"GOVT ITI - KURRAI, DIST - SEONI",Computer Operator And Programming Assistant (NSQF),48
SEONI,ITI,Government,"GOVT ITI - KURRAI, DIST - SEONI",Electrician (NSQF),20
SEONI,ITI,Government,"GOVT ITI - KURRAI, DIST - SEONI",Electronics Mechanic (NSQF),24
SEONI,ITI,Government,"GOVT ITI - KURRAI, DIST - SEONI",Fitter (NSQF),20
SEONI,ITI,Government,"GOVT ITI - KURRAI, DIST - SEONI",Mechanic Diesel (NSQF),48
SEONI,ITI,Government,"GOVT ITI - KURRAI, DIST - SEONI",Welder (NSQF),40
SEONI,ITI,Government,"GOVT ITI - BARGHAT, DIST - SEONI",Computer Operator And Programming Assistant (NSQF),48
SEONI,ITI,Government,"GOVT ITI - BARGHAT, DIST - SEONI",Electrician (NSQF),20
SEONI,ITI,Government,"GOVT ITI - BARGHAT, DIST - SEONI",Fitter (NSQF),20
SEONI,ITI,Government,"GOVT ITI - BARGHAT, DIST - SEONI",Mechanic Diesel (NSQF),48
SEONI,ITI,Government,"GOVT ITI - BARGHAT, DIST - SEONI",Welder (NSQF),40
SEONI,ITI,Government,"GOVT ITI - CHHAPARA, DIST - SEONI",Computer Operator And Programming Assistant (NSQF),48
SEONI,ITI,Government,"GOVT ITI - CHHAPARA, DIST - SEONI",Electrician (NSQF),20
SEONI,ITI,Government,"GOVT ITI - CHHAPARA, DIST - SEONI",Fitter (NSQF),20
SEONI,ITI,Government,"GOVT ITI - CHHAPARA, DIST - SEONI",Mechanic Diesel (NSQF),48
SEONI,ITI,Government,"GOVT ITI - CHHAPARA, DIST - SEONI",Stenographer & Secretarial Assistant (Hindi) (NSQF),48
SEONI,ITI,Government,"GOVT ITI - CHHAPARA, DIST - SEONI",Welder (NSQF),40
SEONI,ITI,Government,"GOVT ITI - KEOLARI, DIST - SEONI",Computer Operator And Programming Assistant (NSQF),48
SEONI,ITI,Government,"GOVT ITI - KEOLARI, DIST - SEONI",Electrician (NSQF),20
SEONI,ITI,Government,"GOVT ITI - KEOLARI, DIST - SEONI",Fitter (NSQF),20
SEONI,ITI,Government,"GOVT ITI - KEOLARI, DIST - SEONI",Mechanic Diesel (NSQF),48
SEONI,ITI,Government,"GOVT ITI - KEOLARI, DIST - SEONI",Sewing Technology (Cutting & Tailoring) (NSQF),20
SEONI,ITI,Government,"GOVT ITI - KEOLARI, DIST - SEONI",Welder (NSQF),40
SEONI,ITI,Government,"GOVT ITI - SEONI, DIST - SEONI",Computer Operator And Programming Assistant (NSQF),48
SEONI,ITI,Government,"GOVT ITI - SEONI, DIST - SEONI",Desk Top Publishing Operator (NSQF),48
SEONI,ITI,Government,"GOVT ITI - SEONI, DIST - SEONI",Electrician (NSQF),20
SEONI,ITI,Government,"GOVT ITI - SEONI, DIST - SEONI",Electronics Mechanic (NSQF),24
SEONI,ITI,Government,"GOVT ITI - SEONI, DIST - SEONI",Fitter (NSQF),20
SEONI,ITI,Government,"GOVT ITI - SEONI, DIST - SEONI",Machinist (NSQF),20
SEONI,ITI,Government,"GOVT ITI - SEONI, DIST - SEONI",Mechanic (Motor Vehicle) (NSQF),24
SEONI,ITI,Government,"GOVT ITI - SEONI, DIST - SEONI",Mechanic Diesel (NSQF),48
SEONI,ITI,Government,"GOVT ITI - SEONI, DIST - SEONI",Stenographer & Secretarial Assistant (Hindi) (NSQF),48
SEONI,ITI,Government,"GOVT ITI - SEONI, DIST - SEONI",Turner (NSQF),20
SEONI,ITI,Government,"GOVT ITI - SEONI, DIST - SEONI",Welder (NSQF),40
SEONI,ITI,Government,"GOVT ITI - SEONI, DIST - SEONI",Draughtsman (Civil) (NSQF),24
SEONI,ITI,Government,"GOVT ITI - SEONI, DIST - SEONI",Wood Work Technician (Carpenter)(NSQF),24
SEONI,ITI,Government,"GOVT ITI - LAKHNADAUN, DIST - SEONI",Computer Operator And Programming Assistant (NSQF),48
SEONI,ITI,Government,"GOVT ITI - LAKHNADAUN, DIST - SEONI",Electrician (NSQF),20
SEONI,ITI,Government,"GOVT ITI - LAKHNADAUN, DIST - SEONI",Fitter (NSQF),20
SEONI,ITI,Government,"GOVT ITI - LAKHNADAUN, DIST - SEONI",Mechanic Diesel (NSQF),24
SEONI,ITI,Government,"GOVT ITI - LAKHNADAUN, DIST - SEONI",Welder (NSQF),40
SEONI,ITI,Government,"GOVT ITI - GHANSAUR, DIST - SEONI",Computer Operator And Programming Assistant (NSQF),48
SEONI,ITI,Government,"GOVT ITI - GHANSAUR, DIST - SEONI",Electrician (NSQF),20
SEONI,ITI,Government,"GOVT ITI - GHANSAUR, DIST - SEONI",Fitter (NSQF),20
SEONI,ITI,Government,"GOVT ITI - GHANSAUR, DIST - SEONI",Mechanic Diesel (NSQF),48
SEONI,ITI,Government,"GOVT ITI - GHANSAUR, DIST - SEONI",Welder (NSQF),40
SEONI,ITI,Government,"GOVT ITI - GHANSAUR, DIST - SEONI",Refrigeration And Air Conditioning Technician(NSQF),24
BETUL,ITI,Government,"GOVT ITI - PRABHAT PATTAN, DIST - BETUL",Electrician (NSQF),20
BETUL,ITI,Government,"GOVT WOMEN ITI - BETUL, DIST - BETUL",Computer Operator And Programming Assistant (NSQF),48
BETUL,ITI,Government,"GOVT WOMEN ITI - BETUL, DIST - BETUL",Electrician (NSQF),20
BETUL,ITI,Government,"GOVT WOMEN ITI - BETUL, DIST - BETUL",Electronics Mechanic (NSQF),24
BETUL,ITI,Government,"GOVT WOMEN ITI - BETUL, DIST - BETUL",Floriculture & Landscaping (NSQF),48
BETUL,ITI,Government,"GOVT WOMEN ITI - BETUL, DIST - BETUL",Information Communication Technology System Maintenance (NSQF),24
BETUL,ITI,Government,"GOVT WOMEN ITI - BETUL, DIST - BETUL",Mechanic Computer Hardware (NSQF),24
BETUL,ITI,Government,"GOVT WOMEN ITI - BETUL, DIST - BETUL",Office Assitant Cum Computer Operator (NSQF),48
BETUL,ITI,Government,"GOVT WOMEN ITI - BETUL, DIST - BETUL",Sewing Technology (Cutting & Tailoring) (NSQF),40
BETUL,ITI,Government,"GOVT WOMEN ITI - BETUL, DIST - BETUL",Stenographer & Secretarial Assistant (English) (NSQF),24
BETUL,ITI,Government,"GOVT WOMEN ITI - BETUL, DIST - BETUL",Stenographer & Secretarial Assistant (Hindi) (NSQF),24
BETUL,ITI,Government,"GOVT ITI - CHINCHOLI, DIST - BETUL",Computer Operator And Programming Assistant (NSQF),48
BETUL,ITI,Government,"GOVT ITI - CHINCHOLI, DIST - BETUL",Electrician (NSQF),20
BETUL,ITI,Government,"GOVT ITI - CHINCHOLI, DIST - BETUL",Fitter (NSQF),20
BETUL,ITI,Government,"GOVT ITI - CHINCHOLI, DIST - BETUL",Welder (NSQF),40
BETUL,ITI,Government,"GOVT ITI - BHIMPUR, DIST - BETUL",Computer Operator And Programming Assistant (NSQF),48
BETUL,ITI,Government,"GOVT ITI - BHIMPUR, DIST - BETUL",Electrician (NSQF),20
BETUL,ITI,Government,"GOVT ITI - BHIMPUR, DIST - BETUL",Fitter (NSQF),20
BETUL,ITI,Government,"GOVT ITI - BHIMPUR, DIST - BETUL",Solar Technician (Electrical)(NSQF),20
BETUL,ITI,Government,"GOVT ITI - SHAHPUR, DIST - BETUL",Computer Operator And Programming Assistant (NSQF),24
BETUL,ITI,Government,"GOVT ITI - SHAHPUR, DIST - BETUL",Electrician (NSQF),20
BETUL,ITI,Government,"GOVT ITI - SHAHPUR, DIST - BETUL",Mechanic Diesel (NSQF),24
BETUL,ITI,Government,"GOVT ITI - SHAHPUR, DIST - BETUL",Welder (NSQF),40
BETUL,ITI,Government,"GOVT ITI - BETUL, DIST - BETUL",Computer Operator And Programming Assistant (NSQF),48
BETUL,ITI,Government,"GOVT ITI - BETUL, DIST - BETUL",Electrician (NSQF),40
BETUL,ITI,Government,"GOVT ITI - BETUL, DIST - BETUL",Electronics Mechanic (NSQF),24
BETUL,ITI,Government,"GOVT ITI - BETUL, DIST - BETUL",Fitter (NSQF),20
BETUL,ITI,Government,"GOVT ITI - BETUL, DIST - BETUL",Mechanic (Motor Vehicle) (NSQF),24
BETUL,ITI,Government,"GOVT ITI - BETUL, DIST - BETUL",Mechanic Diesel (NSQF),48
BETUL,ITI,Government,"GOVT ITI - BETUL, DIST - BETUL",Stenographer & Secretarial Assistant (Hindi) (NSQF),48
BETUL,ITI,Government,"GOVT ITI - BETUL, DIST - BETUL",Turner (NSQF),20
BETUL,ITI,Government,"GOVT ITI - BETUL, DIST - BETUL",Welder (NSQF),40
BETUL,ITI,Government,"GOVT ITI - BETUL, DIST - BETUL",Draughtsman (Civil) (NSQF),24
BETUL,ITI,Government,"GOVT ITI - BETUL, DIST - BETUL",Wood Work Technician (Carpenter)(NSQF),48
BHOPAL,ITI,Government,DIVISIONAL ITI BHOPAL,Cosmetology (NSQF),24
BHOPAL,ITI,Government,DIVISIONAL ITI BHOPAL,Computer Hardware & Network Maintenance (NSQF),48
BHOPAL,ITI,Government,DIVISIONAL ITI BHOPAL,Computer Operator & Programming Assistant (Vi) (NSQF) दृष्टि बाधित,24
BHOPAL,ITI,Government,DIVISIONAL ITI BHOPAL,Computer Operator And Programming Assistant (NSQF),192
BHOPAL,ITI,Government,DIVISIONAL ITI BHOPAL,Draughtsman (Mechanical) (NSQF),48
BHOPAL,ITI,Government,DIVISIONAL ITI BHOPAL,Dress Making (NSQF),80
BHOPAL,ITI,Government,DIVISIONAL ITI BHOPAL,Electrician (NSQF),160
BHOPAL,ITI,Government,DIVISIONAL ITI BHOPAL,Electronics Mechanic (NSQF),48
BHOPAL,ITI,Government,DIVISIONAL ITI BHOPAL,Fitter (NSQF),120
BHOPAL,ITI,Government,DIVISIONAL ITI BHOPAL,Food & Beverages Services Assistant (NSQF),20
BHOPAL,ITI,Government,DIVISIONAL ITI BHOPAL,Food Production (General) (NSQF),24
BHOPAL,ITI,Government,DIVISIONAL ITI BHOPAL,House Keeper (NSQF),24
BHOPAL,ITI,Government,DIVISIONAL ITI BHOPAL,Instrument Mechanic (NSQF),24
BHOPAL,ITI,Government,DIVISIONAL ITI BHOPAL,Litho-Offset Machine Minder (NSQF),20
BHOPAL,ITI,Government,DIVISIONAL ITI BHOPAL,Machinist (NSQF),60
BHOPAL,ITI,Government,DIVISIONAL ITI BHOPAL,Mason (Building Constructor) (NSQF),24
BHOPAL,ITI,Government,DIVISIONAL ITI BHOPAL,Mechanic (Motor Vehicle) (NSQF),48
BHOPAL,ITI,Government,DIVISIONAL ITI BHOPAL,Mechanic (Tractor) (NSQF),40
BHOPAL,ITI,Government,DIVISIONAL ITI BHOPAL,Mechanic Diesel (NSQF),96
BHOPAL,ITI,Government,DIVISIONAL ITI BHOPAL,Operator Advanced Machine Tools,16
BHOPAL,ITI,Government,DIVISIONAL ITI BHOPAL,Painter General (NSQF),20
BHOPAL,ITI,Government,DIVISIONAL ITI BHOPAL,Plumber (NSQF),48
BHOPAL,ITI,Government,DIVISIONAL ITI BHOPAL,Sewing Technology (Cutting & Tailoring) (NSQF),40
BHOPAL,ITI,Government,DIVISIONAL ITI BHOPAL,Sheet Metal Worker (NSQF),20
BHOPAL,ITI,Government,DIVISIONAL ITI BHOPAL,Stenographer & Secretarial Assistant (English) (NSQF),72
BHOPAL,ITI,Government,DIVISIONAL ITI BHOPAL,Stenographer & Secretarial Assistant (Hindi) (NSQF),144
BHOPAL,ITI,Government,DIVISIONAL ITI BHOPAL,Tool And Die Maker (Die And Modules) (NSQF),24
BHOPAL,ITI,Government,DIVISIONAL ITI BHOPAL,Turner (NSQF),80
BHOPAL,ITI,Government,DIVISIONAL ITI BHOPAL,Internet Of Things (Smart City),24
BHOPAL,ITI,Government,DIVISIONAL ITI BHOPAL,Welder (NSQF),80
BHOPAL,ITI,Government,DIVISIONAL ITI BHOPAL,Surveyor ( Nsqf),24
BHOPAL,ITI,Government,DIVISIONAL ITI BHOPAL,Draughtsman (Civil) (NSQF),24
BHOPAL,ITI,Government,DIVISIONAL ITI BHOPAL,Milk & Milk Product Technician (NSQF),24
BHOPAL,ITI,Government,DIVISIONAL ITI BHOPAL,Refrigeration And Air Conditioning Technician(NSQF),96
BHOPAL,ITI,Government,DIVISIONAL ITI BHOPAL,Wood Work Technician (Carpenter)(NSQF),72
BHOPAL,ITI,Government,DIVISIONAL ITI BHOPAL,Computer Operator & Programming Assistant (Hi) (NSQF) श्रवण बाधित,24
BHOPAL,ITI,Government,"GOVT ITI - BAIRASIA, DIST - BHOPAL",Computer Operator And Programming Assistant (NSQF),48
BHOPAL,ITI,Government,"GOVT ITI - BAIRASIA, DIST - BHOPAL",Electrician (NSQF),20
BHOPAL,ITI,Government,"GOVT ITI - BAIRASIA, DIST - BHOPAL",Electronics Mechanic (NSQF),24
BHOPAL,ITI,Government,"GOVT ITI - BAIRASIA, DIST - BHOPAL",Mechanic (Motor Vehicle) (NSQF),24
BHOPAL,ITI,Government,"GOVT ITI - BAIRASIA, DIST - BHOPAL",Stenographer & Secretarial Assistant (Hindi) (NSQF),48
BHOPAL,ITI,Government,"GOVT ITI - BAIRASIA, DIST - BHOPAL",Welder (NSQF),40
HARDA,ITI,Government,"GOVT ITI - TIMARNI (RAHATGAON), DIST - HARDA",Computer Operator And Programming Assistant (NSQF),48
HARDA,ITI,Government,"GOVT ITI - TIMARNI (RAHATGAON), DIST - HARDA",Electrician (NSQF),20
HARDA,ITI,Government,"GOVT ITI - TIMARNI (RAHATGAON), DIST - HARDA",Fitter (NSQF),20
HARDA,ITI,Government,"GOVT ITI - TIMARNI (RAHATGAON), DIST - HARDA",Welder (NSQF),40
HARDA,ITI,Government,"GOVT ITI - HARDA, DIST - HARDA",Computer Operator And Programming Assistant (NSQF),48
HARDA,ITI,Government,"GOVT ITI - HARDA, DIST - HARDA",Electrician (NSQF),20
HARDA,ITI,Government,"GOVT ITI - HARDA, DIST - HARDA",Electronics Mechanic (NSQF),24
HARDA,ITI,Government,"GOVT ITI - HARDA, DIST - HARDA",Fitter (NSQF),20
HARDA,ITI,Government,"GOVT ITI - HARDA, DIST - HARDA",Mechanic (Motor Vehicle) (NSQF),24
HARDA,ITI,Government,"GOVT ITI - HARDA, DIST - HARDA",Welder (NSQF),40
NARMADAPURAM,ITI,Government,"GOVT ITI, BABAI, DIST - HOSHANGABAD",Computer Operator And Programming Assistant (NSQF),48
NARMADAPURAM,ITI,Government,"GOVT ITI - ITARSI, DIST - HOSHANGABAD",Attendant Operator (Chemical Plant) (NSQF),24
NARMADAPURAM,ITI,Government,"GOVT ITI - ITARSI, DIST - HOSHANGABAD",Computer Operator And Programming Assistant (NSQF),48
NARMADAPURAM,ITI,Government,"GOVT ITI - ITARSI, DIST - HOSHANGABAD",Electrician (NSQF),20
NARMADAPURAM,ITI,Government,"GOVT ITI - ITARSI, DIST - HOSHANGABAD",Fitter (NSQF),20
NARMADAPURAM,ITI,Government,"GOVT ITI - ITARSI, DIST - HOSHANGABAD",Mechanic Diesel (NSQF),48
NARMADAPURAM,ITI,Government,"GOVT ITI - ITARSI, DIST - HOSHANGABAD",Stenographer & Secretarial Assistant (Hindi) (NSQF),48
NARMADAPURAM,ITI,Government,"GOVT ITI - ITARSI, DIST - HOSHANGABAD",Welder (NSQF),40
NARMADAPURAM,ITI,Government,"GOVT ITI - ITARSI, DIST - HOSHANGABAD",Draughtsman (Civil) (NSQF),24
NARMADAPURAM,ITI,Government,"GOVT ITI - SEONI MALWA, DIST - HOSHANGABAD",Computer Operator And Programming Assistant (NSQF),48
NARMADAPURAM,ITI,Government,"GOVT ITI - SEONI MALWA, DIST - HOSHANGABAD",Electrician (NSQF),20
NARMADAPURAM,ITI,Government,"GOVT ITI - SEONI MALWA, DIST - HOSHANGABAD",Electronics Mechanic (NSQF),24
NARMADAPURAM,ITI,Government,"GOVT ITI - SEONI MALWA, DIST - HOSHANGABAD",Fitter (NSQF),20
NARMADAPURAM,ITI,Government,"GOVT ITI - SEONI MALWA, DIST - HOSHANGABAD",Mechanic (Tractor) (NSQF),40
NARMADAPURAM,ITI,Government,"GOVT ITI - SEONI MALWA, DIST - HOSHANGABAD",Welder (NSQF),40
NARMADAPURAM,ITI,Government,"GOVT ITI - PIPARIYA, DIST - HOSHANGABAD",Computer Operator And Programming Assistant (NSQF),48
NARMADAPURAM,ITI,Government,"GOVT ITI - PIPARIYA, DIST - HOSHANGABAD",Electrician (NSQF),20
NARMADAPURAM,ITI,Government,"GOVT ITI - PIPARIYA, DIST - HOSHANGABAD",Fitter (NSQF),20
NARMADAPURAM,ITI,Government,"GOVT ITI - PIPARIYA, DIST - HOSHANGABAD",Food & Beverages Services Assistant (NSQF),20
NARMADAPURAM,ITI,Government,"GOVT ITI - PIPARIYA, DIST - HOSHANGABAD",Mechanic (Motor Vehicle) (NSQF),24
NARMADAPURAM,ITI,Government,"GOVT ITI - PIPARIYA, DIST - HOSHANGABAD",Welder (NSQF),40
NARMADAPURAM,ITI,Government,"GOVT ITI - PIPARIYA, DIST - HOSHANGABAD",Refrigeration And Air Conditioning Technician(NSQF),24
NARMADAPURAM,ITI,Government,"GOVT ITI - SOHAGPUR, DIST - HOSHANGABAD",Computer Operator And Programming Assistant (NSQF),48
NARMADAPURAM,ITI,Government,"GOVT ITI - SOHAGPUR, DIST - HOSHANGABAD",Electrician (NSQF),20
NARMADAPURAM,ITI,Government,"GOVT ITI - SOHAGPUR, DIST - HOSHANGABAD",Fitter (NSQF),20
NARMADAPURAM,ITI,Government,"GOVT ITI - SOHAGPUR, DIST - HOSHANGABAD",Mechanic (Motor Vehicle) (NSQF),24
NARMADAPURAM,ITI,Government,"GOVT ITI - SOHAGPUR, DIST - HOSHANGABAD",Mechanic (Tractor) (NSQF),40
NARMADAPURAM,ITI,Government,"GOVT ITI - SOHAGPUR, DIST - HOSHANGABAD",Draughtsman (Civil) (NSQF),24
NARMADAPURAM,ITI,Government,DIVISIONAL ITI HOSHANGABAD,Computer Operator And Programming Assistant (NSQF),48
NARMADAPURAM,ITI,Government,DIVISIONAL ITI HOSHANGABAD,Computer Operator And Programming Assistant (NSQF),48
NARMADAPURAM,ITI,Government,DIVISIONAL ITI HOSHANGABAD,Electrician (NSQF),40
NARMADAPURAM,ITI,Government,DIVISIONAL ITI HOSHANGABAD,Electronics Mechanic (NSQF),24
NARMADAPURAM,ITI,Government,DIVISIONAL ITI HOSHANGABAD,Fashion Design & Technology (NSQF),40
NARMADAPURAM,ITI,Government,DIVISIONAL ITI HOSHANGABAD,Fitter (NSQF),40
NARMADAPURAM,ITI,Government,DIVISIONAL ITI HOSHANGABAD,Machinist (NSQF),20
NARMADAPURAM,ITI,Government,DIVISIONAL ITI HOSHANGABAD,Mechanic (Motor Vehicle) (NSQF),24
NARMADAPURAM,ITI,Government,DIVISIONAL ITI HOSHANGABAD,Mechanic (Tractor) (NSQF),40
NARMADAPURAM,ITI,Government,DIVISIONAL ITI HOSHANGABAD,Mechanic Diesel (NSQF),48
NARMADAPURAM,ITI,Government,DIVISIONAL ITI HOSHANGABAD,Stenographer & Secretarial Assistant (Hindi) (NSQF),48
NARMADAPURAM,ITI,Government,DIVISIONAL ITI HOSHANGABAD,Turner (NSQF),20
NARMADAPURAM,ITI,Government,DIVISIONAL ITI HOSHANGABAD,Welder (NSQF),60
NARMADAPURAM,ITI,Government,DIVISIONAL ITI HOSHANGABAD,Welder (NSQF),20
RAISEN,ITI,Government,"GOVT ITI - BEGAMGANJ, DIST - RAISEN",Electrician (NSQF),20
RAISEN,ITI,Government,"GOVT ITI - BEGAMGANJ, DIST - RAISEN",Solar Technician (Electrical)(NSQF),20
RAISEN,ITI,Government,"GOVT ITI - BEGAMGANJ, DIST - RAISEN",Welder (NSQF),20
RAISEN,ITI,Government,"GOVT ITI - SILVANI, DIST - RAISEN",Computer Operator And Programming Assistant (NSQF),24
RAISEN,ITI,Government,"GOVT ITI - SILVANI, DIST - RAISEN",Electrician (NSQF),20
RAISEN,ITI,Government,"GOVT ITI - SILVANI, DIST - RAISEN",Sewing Technology (Cutting & Tailoring) (NSQF),20
RAISEN,ITI,Government,"GOVT ITI - GAIRATGANJ, DIST - RAISEN",Electrician (NSQF),20
RAISEN,ITI,Government,"GOVT ITI - DEORI, DIST - RAISEN",Computer Operator And Programming Assistant (NSQF),48
RAISEN,ITI,Government,"GOVT ITI - DEORI, DIST - RAISEN",Electrician (NSQF),20
RAISEN,ITI,Government,"GOVT ITI - DEORI, DIST - RAISEN",Fitter (NSQF),20
RAISEN,ITI,Government,"GOVT ITI - DEORI, DIST - RAISEN",Machinist (NSQF),20
RAISEN,ITI,Government,"GOVT ITI - DEORI, DIST - RAISEN",Mechanic (Motor Vehicle) (NSQF),24
RAISEN,ITI,Government,"GOVT ITI - DEORI, DIST - RAISEN",Sewing Technology (Cutting & Tailoring) (NSQF),40
RAISEN,ITI,Government,"GOVT ITI - DEORI, DIST - RAISEN",Stenographer & Secretarial Assistant (Hindi) (NSQF),48
RAISEN,ITI,Government,"GOVT ITI - DEORI, DIST - RAISEN",Turner (NSQF),20
RAISEN,ITI,Government,"GOVT ITI - DEORI, DIST - RAISEN",Welder (NSQF),40
RAISEN,ITI,Government,"GOVT ITI - DEORI, DIST - RAISEN",Draughtsman (Civil) (NSQF),24
RAISEN,ITI,Government,"GOVT ITI - MANDIDEEP, DIST - RAISEN",Computer Operator And Programming Assistant (NSQF),48
RAISEN,ITI,Government,"GOVT ITI - MANDIDEEP, DIST - RAISEN",Electrician (NSQF),40
RAISEN,ITI,Government,"GOVT ITI - MANDIDEEP, DIST - RAISEN",Electronics Mechanic (NSQF),24
RAISEN,ITI,Government,"GOVT ITI - MANDIDEEP, DIST - RAISEN",Fitter (NSQF),20
RAISEN,ITI,Government,"GOVT ITI - MANDIDEEP, DIST - RAISEN",Mechanic (Motor Vehicle) (NSQF),48
RAISEN,ITI,Government,"GOVT ITI - MANDIDEEP, DIST - RAISEN",Mechanic (Tractor) (NSQF),40
RAISEN,ITI,Government,"GOVT ITI - MANDIDEEP, DIST - RAISEN",Welder (NSQF),40
RAISEN,ITI,Government,"GOVT ITI - RAISEN, DIST - RAISEN",Computer Operator And Programming Assistant (NSQF),48
RAISEN,ITI,Government,"GOVT ITI - RAISEN, DIST - RAISEN",Electrician (NSQF),20
RAISEN,ITI,Government,"GOVT ITI - RAISEN, DIST - RAISEN",Fitter (NSQF),20
RAISEN,ITI,Government,"GOVT ITI - RAISEN, DIST - RAISEN",Stenographer & Secretarial Assistant (Hindi) (NSQF),24
RAISEN,ITI,Government,"GOVT ITI - RAISEN, DIST - RAISEN",Welder (NSQF),40
RAISEN,ITI,Government,"GOVT ITI - RAISEN, DIST - RAISEN",Draughtsman (Civil) (NSQF),24
RAJGARH,ITI,Government,"GOVT ITI - JEERAPUR, DIST - RAJGARH",Electrician (NSQF),20
RAJGARH,ITI,Government,"GOVT ITI - JEERAPUR, DIST - RAJGARH",Fitter (NSQF),20
RAJGARH,ITI,Government,"GOVT ITI - JEERAPUR, DIST - RAJGARH",Stenographer & Secretarial Assistant (Hindi) (NSQF),24
RAJGARH,ITI,Government,"GOVT ITI - BIOARA, DIST - RAJGARH",Electrician (NSQF),20
RAJGARH,ITI,Government,"GOVT ITI - BIOARA, DIST - RAJGARH",Fitter (NSQF),20
RAJGARH,ITI,Government,"GOVT ITI - BIOARA, DIST - RAJGARH",Mechanic (Motor Vehicle) (NSQF),24
RAJGARH,ITI,Government,"GOVT ITI - BIOARA, DIST - RAJGARH",Welder (NSQF),40
RAJGARH,ITI,Government,"GOVT ITI - BIOARA, DIST - RAJGARH",Draughtsman (Civil) (NSQF),24
RAJGARH,ITI,Government,"GOVT ITI - BIOARA, DIST - RAJGARH",Refrigeration And Air Conditioning Technician(NSQF),24
RAJGARH,ITI,Government,"GOVT ITI - NARSINGHGARH, DIST - RAJGARH",Computer Operator And Programming Assistant (NSQF),48
RAJGARH,ITI,Government,"GOVT ITI - NARSINGHGARH, DIST - RAJGARH",Electrician (NSQF),20
RAJGARH,ITI,Government,"GOVT ITI - NARSINGHGARH, DIST - RAJGARH",Fitter (NSQF),20
